is_rumor,thread,in_reply_tweet,event,text,tweet_id,is_source_tweet,in_reply_user,user_id,hashtags_count,retweet_count,favorite_count,mentions_count,user.tweets_count,user.verified,user.followers_count,user.friends_count,hasperiod,number_punct,negativewordcount,positivewordcount,sentimentscore
0,524964457936863232,5.249644579368632e+17,ottawashooting,@CNNSitRoom Who are behind this? why they are doing this?,524990330551029760,0,34310801.0,1962277789,0,0,0,1,12233,0,29,12,0,2,0,0,-0.4
0,524964457936863232,5.249644579368632e+17,ottawashooting,@CNNSitRoom we should not have to live like this send all back to their own country they come here to torture GET THE. HELL OUT,525007092932177920,0,34310801.0,2237767134,0,0,0,1,4751,0,114,241,1,1,0,1,0.24545454545454545
0,524964457936863232,5.249644579368632e+17,ottawashooting,@CNNSitRoom scumbags payback and karma is a bitch,525007352844787712,0,34310801.0,2237767134,0,0,0,1,4751,0,114,241,0,0,0,0,0.0
0,524964457936863232,5.249644579368632e+17,ottawashooting,@CNNSitRoom all of Ottawa in the downtown core was on lock down ... stop reporting sensationalized news #reportrealnews,525022049312735233,0,34310801.0,38076460,1,0,0,1,38431,0,402,433,3,4,1,0,-0.15555555555555559
0,524964630221705216,,ottawashooting,‘We refuse to be silenced': Ontario premier Kathleen Wynne defiant in face of Ottawa shooting http://t.co/Y03rCS0LoZ http://t.co/9o4CC8wBpK,524964630221705216,1,,14216661,0,168,84,0,209539,1,229664,12077,2,18,0,0,0.0
0,524964630221705216,5.249646302217052e+17,ottawashooting,@nationalpost Thanks for sharing. See your update on my @RebelMouse: http://t.co/RqvPhSu1DT,524965671520960512,0,14216661.0,88030799,0,0,0,2,139873,0,5355,4172,2,8,0,0,0.2
0,524964630221705216,5.249646302217052e+17,ottawashooting,@nationalpost don't normally agree witj Wynne but this time I do.,524965805495451648,0,14216661.0,423594477,0,0,1,1,80,0,19,59,1,2,0,0,0.15
0,524964630221705216,5.249646302217052e+17,ottawashooting,@nationalpost what does this have to do with her. Is anyone concerned about Queens Park?,524966386620465152,0,14216661.0,160398040,0,0,1,1,3163,0,541,2000,1,2,0,0,0.0
0,524964630221705216,5.249646302217052e+17,ottawashooting,@nationalpost .......,524967433774583808,0,14216661.0,282195067,0,0,0,1,9961,1,3982,134,7,7,0,0,0.0
0,524964630221705216,5.249646302217052e+17,ottawashooting,“@nationalpost: ‘We refuse to be silenced': Ontario premier ://natpo.st/1vNxDWr http://t.co/UVD643TOH5” this makes me proud to be a Canadian,524969957998604288,0,14216661.0,242180215,0,0,1,1,832,0,57,48,2,18,0,1,0.8
0,524964630221705216,5.249646302217052e+17,ottawashooting,@nationalpost @JeffersonObama,524972578700419072,0,14216661.0,291755432,0,0,0,2,145,0,44,755,0,0,0,0,0.0
0,524964630221705216,5.249646302217052e+17,ottawashooting,"@nationalpost For once, I fully agree with Premier Wynne's pronouncements. Bravo to her and all Parties!",524974989817446400,0,14216661.0,2414329385,0,0,0,1,809,0,68,208,1,4,0,0,0.0
0,524964630221705216,5.249646302217052e+17,ottawashooting,@nationalpost Yes - then they win. Thank you.,524976148573589504,0,14216661.0,2427641018,0,0,0,1,2059,0,94,187,2,3,0,0,0.8
0,524964630221705216,5.249646302217052e+17,ottawashooting,@nationalpost #cspanchat AS usual #RWNJ #SCOTTBROWN can't even get the RT BORDER correct does he actually READ or just take CUE from #KOCH,524977985758433281,0,14216661.0,280592005,4,0,0,1,14186,0,660,697,0,5,0,1,-0.125
0,524964630221705216,5.249779857584333e+17,ottawashooting,@outerspacemanII @nationalpost Huh? Piss off with US crap please.,524984548468473856,0,280592005.0,2399842687,0,0,0,2,42529,0,168,134,1,2,0,0,-0.8
0,524964630221705216,5.2498454846847386e+17,ottawashooting,@DarkArtifacts @nationalpost #Cspanchat hey These  are  LIFE/death situations you can't come up W/ more INTELLIGENCE comment then #PISSOFF,524985793065259009,0,2399842687.0,280592005,2,0,0,2,14186,0,660,697,0,5,0,0,0.5
0,524964630221705216,5.249646302217052e+17,ottawashooting,@nationalpost first time i have agreed with anything wynne has to say!,525019315465371648,0,14216661.0,165991185,0,0,0,1,5507,0,24,27,0,1,0,0,0.3125
0,524964630221705216,5.249646302217052e+17,ottawashooting,"@nationalpost Yup I have to say, not aligned with Ms Wynne politically, but she does say out loud what I'm thinking!! #Ontario",525086198310912000,0,14216661.0,238633029,1,0,0,1,192,0,27,119,0,6,0,0,0.078125
0,524965026256662528,,ottawashooting,Tip Sheet: Helping Kids Cope with Media Coverage of War and Traumatic Events http://t.co/6NVM8bWGoP  #ottawashooting http://t.co/SScGHn9PoE,524965026256662528,1,,47705588,1,110,27,0,6782,1,3771,1539,2,15,0,0,0.0
0,524965026256662528,5.249650262566625e+17,ottawashooting,@MediaSmarts @qpwatcher great--thank you. Our @PeelSchools letter for students/staff is here http://t.co/tFaXTnDfBp,524976625566617601,0,47705588.0,564702160,0,0,1,3,20453,0,1823,1694,2,9,0,0,0.0
0,524965026256662528,5.249650262566625e+17,ottawashooting,@MediaSmarts @cluimes Here's how I help kids cope: I dont show it to them. I turn off the news. Let kids be kids. http://t.co/dlHD2ogwjU,524999479876157442,0,47705588.0,18067159,0,0,0,2,86544,0,9954,1923,4,11,0,0,0.0
0,524965026256662528,5.2499947987615744e+17,ottawashooting,@buzzbishop Many kids will still see/read/hear about it and it' s important they are supported. @MediaSmarts,525000340081356800,0,18067159.0,229545816,0,0,0,2,3745,0,1352,995,1,4,0,0,0.45
0,524965026256662528,5.249650262566625e+17,ottawashooting,@MediaSmarts @cluimes Thx for this. Having trouble keeping myself together. A good reminder to pull it together before I get home.,525000707611840513,0,47705588.0,26808797,0,0,1,2,2234,0,645,519,3,3,0,1,0.24999999999999997
0,524965026256662528,5.250003400813568e+17,ottawashooting,@cluimes Yup. And we will answer all kid's questions truthfully and honestly on a need to know basis. #commonsense,525000854781575168,0,229545816.0,18067159,1,0,0,1,86544,0,9954,1923,2,4,0,0,0.55
0,524965026256662528,5.250003400813568e+17,ottawashooting,"@cluimes That said, if you have the news on around young kids in this day and age, you're doing it wrong.",525001068460384258,0,229545816.0,18067159,0,0,0,1,86544,0,9954,1923,1,4,0,0,-0.2
0,524965026256662528,5.2500106846038426e+17,ottawashooting,@buzzbishop @cluimes how young is too young? I've explained the lockdown to my 6 yr old who practices them at school,525001429023748096,0,18067159.0,185852300,0,0,0,2,13115,0,914,1462,0,3,0,0,0.10000000000000002
0,524965026256662528,5.250014290237481e+17,ottawashooting,@SinAspen I didnt. When they did them at Z's school he thought it was 'in case wild animals get in'.. good enough for me.,525001635878420480,0,185852300.0,18067159,0,0,1,1,86544,0,9954,1923,4,7,0,1,0.26666666666666666
0,524965026256662528,5.250014290237481e+17,ottawashooting,@SinAspen @buzzbishop @cluimes They practice lockdowns at school for six-year-olds? Now I'm really depressed.,525001731407888386,0,185852300.0,287238322,0,0,1,3,10202,0,152,320,1,5,1,0,0.2
0,524965026256662528,5.250014290237481e+17,ottawashooting,@SinAspen why make kids afraid of people? so much over reaction to events well beyond our reach that have no influence here,525001818485817344,0,185852300.0,18067159,0,0,0,1,86544,0,9954,1923,0,1,1,0,-0.19999999999999998
0,524965026256662528,5.250017314078884e+17,ottawashooting,@leaningcowboy Yup. Because Newtown. Because that's so relevant in Calgary.,525001911028961282,0,287238322.0,18067159,0,0,0,1,86544,0,9954,1923,3,4,0,0,0.4
0,524965026256662528,5.250017314078884e+17,ottawashooting,@leaningcowboy @SinAspen Lockdowns are the new fire drill http://t.co/Xu56cwzDhj,525002103723679744,0,287238322.0,18067159,0,0,1,2,86544,0,9954,1923,1,7,0,0,0.13636363636363635
0,524965026256662528,5.250019110289613e+17,ottawashooting,"@buzzbishop Oh, man. I had ""terror"" and ""car loses control"" nightmares after my son started daycare. This won't help.",525002287417421824,0,18067159.0,287238322,0,0,1,1,10202,0,152,320,3,9,0,0,-0.3
0,524965026256662528,5.250022874174218e+17,ottawashooting,@leaningcowboy Might be best to turn off the news for a few days http://t.co/YDz49IhtHq,525002567680819201,0,287238322.0,18067159,0,0,0,1,86544,0,9953,1923,1,7,0,0,0.4
0,524965026256662528,5.250016358784205e+17,ottawashooting,"@buzzbishop I told ,y 6 yr old the truth but I guess it's up to the parents to chose",525002812498124801,0,18067159.0,185852300,0,0,0,1,13115,0,914,1462,0,3,0,0,0.1
0,524965026256662528,5.250028124981248e+17,ottawashooting,@SinAspen yup. sigh.,525002977262977024,0,185852300.0,18067159,0,0,1,1,86544,0,9953,1923,2,2,0,0,0.0
0,524965026256662528,5.250022874174218e+17,ottawashooting,@leaningcowboy Raising kids is easy .. when you're the only one doing it. Once they get around everyone else's kids it all goes sideways,525003894523723778,0,287238322.0,18067159,0,0,0,1,86544,0,9953,1923,3,5,0,0,0.21666666666666667
0,524965026256662528,5.249650262566625e+17,ottawashooting,For you @meaganerd--&gt; “@MediaSmarts: Tip Sheet: Helping Kids Cope with Media Coverage of Traumatic Events http://t.co/wlPVzTJlZw #ottawa”,525031392145833984,0,47705588.0,34444973,1,1,1,2,4665,0,1486,1999,1,12,0,0,0.0
0,524965026256662528,5.249650262566625e+17,ottawashooting,@MediaSmarts B===D,525076572349661184,0,47705588.0,952576153,0,0,0,1,238,0,16,61,0,0,0,0,0.0
0,524965047647617024,,ottawashooting,"Events like today's in Ottawa are rare, but have an impact on all of us. Here are tips to help you support children: http://t.co/WRbMVjFgWd",524965047647617024,1,,23796987,0,106,31,0,11645,1,28336,1575,2,9,0,1,0.3
0,524965047647617024,5.24965047647617e+17,ottawashooting,“@PeelSchools: Events like 2day have an impact on all of us.Here are tips to help you support children: #TLDSBLearns http://t.co/8HJIvCpw4Y”,524986924885639169,0,23796987.0,2471159084,1,0,0,1,394,0,145,414,2,12,0,1,0.0
0,524965047647617024,5.24965047647617e+17,ottawashooting,@PeelSchools,525056588143661056,0,23796987.0,833999012,0,0,0,1,459,0,102,51,0,0,0,0,0.0
0,524965047647617024,5.24965047647617e+17,ottawashooting,@PeelSchools excellent advice today via email for parents.  Thank you,525069456545169408,0,23796987.0,794586806,0,1,1,1,925,0,65,387,1,1,0,0,1.0
0,524965077318107137,,ottawashooting,Security bulletin from Parliament Hill: #ottawa http://t.co/79DHcPi530,524965077318107137,1,,15966995,1,131,20,0,11324,1,6199,2582,1,12,0,0,0.0
0,524965077318107137,5.2496507731810714e+17,ottawashooting,"@l_stone Belt trick. Take off your belt, fold it, jam it under the door like a door stop.",524970313302691840,0,15966995.0,1081973952,0,1,1,1,25125,0,2641,2898,2,5,0,1,0.0
0,524965077318107137,5.2496507731810714e+17,ottawashooting,@l_stone @acoyne if your door doesn't lock? oh please let's fix THAT,524971650723618816,0,15966995.0,1552882350,0,0,0,2,14800,0,435,540,0,4,0,0,0.0
0,524965242213007360,,ottawashooting,Our thoughts are with the city of Ottawa and those affected by today's events. Be safe.,524965242213007360,1,,44166798,0,1487,1761,0,47634,1,620966,32,2,3,0,0,0.5
0,524965242213007360,5.2496524221300736e+17,ottawashooting,@NHLBruins @DarrenDreger Meanwhile @CanadiensMTL busy peddling merchandise.,524965950668701696,0,44166798.0,1524801662,0,0,1,3,1971,0,56,453,1,1,0,0,0.1
0,524965242213007360,5.2496524221300736e+17,ottawashooting,"“@NHLBruins: Our thoughts are with the city of Ottawa and those affected by today's events. Be safe.”

FINALLLYYY!!!👏👏👏👏👏",524966147033399296,0,44166798.0,476325615,0,2,0,1,27085,0,1770,1859,2,7,0,0,0.9765625
0,524965242213007360,5.249659506687017e+17,ottawashooting,@Pete514z really?? show some class bud,524966326973239297,0,1524801662.0,253645657,0,0,0,1,11174,0,589,1763,0,5,0,0,0.2
0,524965242213007360,5.2496524221300736e+17,ottawashooting,@NHLBruins @DarrenDreger Classy guys.!! #respect,524966415074623488,0,44166798.0,18649788,1,1,1,2,23001,0,299,776,1,4,0,0,0.15625
0,524965242213007360,5.2496524221300736e+17,ottawashooting,"@NHLBruins @DarrenDreger Bless you, the city of Boston AND all of the U.S for the support. Thank you.",524966898577211394,0,44166798.0,26703928,0,1,1,2,998,0,45,178,3,4,0,0,0.0
0,524965242213007360,5.249663269732393e+17,ottawashooting,@BIGBADBRU1NS Im hoping my hometown team would. Makes no sense that the @NHLBruins do this before Montreal.,524967035437338624,0,253645657.0,1524801662,0,0,0,2,1971,0,56,453,2,3,0,0,0.0
0,524965242213007360,5.249670354373386e+17,ottawashooting,"@Pete514z It makes sense the @NHLBruins said something, theres deep roots to canada in Mass, im surprised about that. i apologize.",524967434651181056,0,1524801662.0,253645657,0,0,0,2,11174,0,589,1763,2,7,0,0,0.05
0,524965242213007360,5.2496524221300736e+17,ottawashooting,"@NHLBruins : Thank you for offering our Nations Capital your sincerest thoughts of concern. 📕🍁📕
#OttawaStrong  
#CanadaStrong",524967476023820291,0,44166798.0,493737355,2,1,1,1,5868,0,335,378,1,4,0,0,0.0
0,524965242213007360,5.2496524221300736e+17,ottawashooting,"RT ''@NHLBruins Our thoughts are with the city of Ottawa and those affected by today's events. Be safe.'' Today, I agree with the Bruins.",524968381989285888,0,44166798.0,22419328,0,0,0,1,8031,0,586,452,3,9,0,0,0.5
0,524965242213007360,5.2496524221300736e+17,ottawashooting,@NHLBruins @Hits93Toronto #Ottawa true!!!!!,524970490172301312,0,44166798.0,1433475794,1,0,0,2,8971,0,379,385,0,8,0,1,1.0
0,524965242213007360,5.2496743465118106e+17,ottawashooting,@BIGBADBRU1NS @Pete514z We did tweet about it. https://t.co/5VLIdxW2Lb ^ER,524970705717579776,0,253645657.0,19678937,0,4,10,2,47952,1,646684,128,2,13,0,0,0.0
0,524965242213007360,5.249707057175798e+17,ottawashooting,@CanadiensMTL i had figured as much. Thanks for the love habs youre a class organization,524972358189477888,0,19678937.0,253645657,0,0,0,1,11174,0,589,1763,1,1,0,1,0.35
0,524965597793107968,,ottawashooting,PHOTO: Parliament Hill caucus room barricaded with furniture due to active shooter situation - http://t.co/8pVYX8s91t http://t.co/6cHBF5KsME,524965597793107968,1,,28785486,0,257,63,0,97035,1,3630847,860,2,18,0,0,-0.12916666666666665
0,524965597793107968,5.24965597793108e+17,ottawashooting,"@ABC so... No one has considered security Evan practice, and if so... That's silly",524965844003332096,0,28785486.0,43327554,0,0,0,1,4007,0,215,773,6,8,0,0,-0.5
0,524965597793107968,5.24965597793108e+17,ottawashooting,@ABC some truth sneak out?,524966161793187840,0,28785486.0,563123148,0,0,0,1,4306,0,78,332,0,1,0,0,0.0
0,524965597793107968,5.24965597793108e+17,ottawashooting,"@ABC ""Look everybody..were're safe now..I put chairs in front of the doors..I saw it in a movie once..""",524966258589306880,0,28785486.0,2821683741,0,0,1,1,465,0,24,39,8,11,0,0,0.5
0,524965597793107968,5.24965597793108e+17,ottawashooting,"@ABC really thats all thats protecting them, wow",524969979079581696,0,28785486.0,267237983,0,0,0,1,262,0,10,141,0,1,0,1,0.15000000000000002
0,524965597793107968,5.24965597793108e+17,ottawashooting,@ABC hahahahahahaha really? Concealed carry solves that,524971597212692480,0,28785486.0,260966532,0,0,0,1,20794,0,153,96,0,1,0,0,0.2
0,524965597793107968,5.249662585893069e+17,ottawashooting,@WhatIsWrong_US @ABC hahaha,524971665525317633,0,2821683741.0,260966532,0,0,0,2,20794,0,153,96,0,1,0,0,0.2
0,524965597793107968,5.249714323681485e+17,ottawashooting,@IntoToronto @ABC actually putting chairs like that is pathetic and allows more killings in actual situations your sitting ducks,524971910409773056,0,305753845.0,260966532,0,0,0,2,20794,0,153,96,0,0,0,1,-0.125
0,524965597793107968,5.24965597793108e+17,ottawashooting,"@ABC If the citizens of #Canada were able to be armed, they wouldn't bitch up like their government!",524980026169503744,0,28785486.0,1612968180,1,0,0,1,9042,0,701,1950,0,4,0,1,0.625
0,524965597793107968,5.249955535042765e+17,ottawashooting,@IntoToronto @ABC umm the teaching to lock yourself in a room and get in a corner is you become a sitting duck,525002093934149632,0,305753845.0,260966532,0,0,0,2,20794,0,153,96,0,0,0,0,0.0
0,524965597793107968,5.24965597793108e+17,ottawashooting,@ABC The use of furniture as a barricade system is futile.  Bolo Stick is installed in seconds and provides far greater protection.,525616586917675008,0,28785486.0,2364751496,0,0,0,1,170,0,40,298,2,2,0,0,0.3
0,524965597793107968,5.249662585893069e+17,ottawashooting,"@WhatIsWrong_US @ABC   A primitive response to fear, but not the best course of action.  Proactive planning is key.  http://t.co/MvQcFWtBCx",525617208874250241,0,2821683741.0,2364751496,0,0,0,2,170,0,40,298,3,9,0,0,0.3666666666666667
0,524965701535412224,,ottawashooting,We have no idea who is responsible for the #ottawashooting so why are instant commentators talking about #ISIS? Please stop politics of fear,524965701535412224,1,,1205111988,2,104,88,0,1134,0,432,831,0,3,0,0,0.1
0,524965701535412224,5.249657015354122e+17,ottawashooting,@Biometricstate It is because a call to arms by ISIS to attack soldiers.,524966000463065089,0,1205111988.0,24529508,0,0,0,1,400,0,27,110,1,1,0,0,0.0
0,524965701535412224,5.249657015354122e+17,ottawashooting,@Biometricstate Don't be in a bubble about this. It would be too coincidental for it to not be related after Canada joins ISIS fight.,524967604692451328,0,1205111988.0,424003766,0,0,2,1,629,0,327,666,2,3,0,0,0.0
0,524965701535412224,5.249657015354122e+17,ottawashooting,@Biometricstate @smsaideman More like politics of limited memory/attention span.,524968875549802496,0,1205111988.0,166782000,0,0,1,2,8312,0,151,400,1,2,0,1,0.2142857142857143
0,524965701535412224,5.249676046924513e+17,ottawashooting,"Be careful @Sheena_Brady Oklahoma City bombing was ""too coincidental"" not to be Arab terrorism. It was Tim McVeigh #dontjumptoconclusions",524969902441254913,0,424003766.0,1205111988,1,1,1,1,1136,0,433,833,1,5,0,0,-0.1
0,524965701535412224,5.249657015354122e+17,ottawashooting,@Biometricstate same day our planes fly out and the honorary citizenship is to take place. How can we not assume until we know more,524975741487046657,0,1205111988.0,419535630,0,0,0,1,280,0,52,222,1,1,0,0,0.43333333333333335
0,524965701535412224,5.249657015354122e+17,ottawashooting,"@Biometricstate it is insane that an ""ex-CIA member"" is reporting to Fox News (and I used ""news"" lightly) that this is an ISIS attack.",524978076397350914,0,1205111988.0,38076460,0,0,0,1,38426,0,402,433,1,8,0,0,-0.3
0,524965701535412224,5.249657015354122e+17,ottawashooting,"@Biometricstate Thank you Ben !!! No one knows anything just yet, as it is too soon !!",524995262851592193,0,1205111988.0,1555394582,0,0,0,1,22,0,0,3,0,6,0,0,0.0
0,524965701535412224,5.249657015354122e+17,ottawashooting,"@Biometricstate ISIS captured heavy US-weapons which supposed being for kurds
http://t.co/83UH2fDy2j",525012650389159936,0,1205111988.0,2444982048,0,0,0,1,9012,0,432,1309,1,10,0,0,-0.2
0,524965701535412224,5.249657015354122e+17,ottawashooting,@Biometricstate Educated guess. Tell me you will be shocked if/when ISIS is implicated.,525022392415166464,0,1205111988.0,2871683072,0,0,0,1,34,0,2,14,2,3,0,0,-0.55
0,524965701535412224,5.2502239241516646e+17,ottawashooting,"@moonshyne1975 ""Educated"" is a liberal use of the term from what I've heard today and guessing only serves to encourage hysteria",525025506782355456,0,2871683072.0,1205111988,0,0,0,1,1136,0,433,833,0,7,0,0,0.0
0,524965701535412224,5.249657015354122e+17,ottawashooting,"@Biometricstate Eyewitness report: ""He had dark, longish hair, facial hair and a black and white Palestinian type head scarf over his face.""",525026318199824385,0,1205111988.0,125157681,0,0,0,1,602,0,70,58,1,6,0,0,-0.07916666666666666
0,524965701535412224,5.2504423458002534e+17,ottawashooting,“@Sheena_Brady: @Biometricstate Sorry-  #callingaspadeaspade #ottawashooting http://t.co/bfmK8dfsfg http://t.co/6DT1v3ZZio” @CBCNews,525044603331035136,0,424003766.0,1101881678,2,1,0,3,4337,0,536,721,2,19,0,0,-0.5
0,524965701535412224,5.2504460333103514e+17,ottawashooting,@uglykev @Sheena_Brady @Biometricstate @CBCNews now he is with 72 virgin goats,525045035776364544,0,1101881678.0,1464945781,0,0,2,4,7622,0,2424,2476,0,3,0,0,0.0
0,524965701535412224,5.2502550678235546e+17,ottawashooting,"@Biometricstate well looks like the guess is accurate in this case ,ask Michael Zehaf-Bibeau the recent Islam convert responsible.",525056092548919296,0,1205111988.0,2871683072,0,0,0,1,34,0,2,14,1,3,0,1,0.20000000000000004
0,524965701535412224,5.250560925489193e+17,ottawashooting,@moonshyne1975 We still know next to nothing. Bibeau has long criminal record &amp; Islam seems irrelevant. Self-fulfilling prophecy ≠ knowledge,525086909794902016,0,2871683072.0,1205111988,0,0,0,1,1136,0,433,833,2,9,0,0,-0.2375
0,524966328734863360,,ottawashooting,Thoughts and prayers go out to everyone downtown Ottawa right now. #PrayForOttawa Special thanks to the officers protecting us.,524966328734863360,1,,351736101,1,240,449,0,580,1,17815,332,2,3,0,0,0.2809523809523809
0,524966565788520448,,ottawashooting,Stay Strong Canada.  #ottawashooting http://t.co/7gVWfXh0AC,524966565788520448,1,,2518331167,1,209,95,0,5520,0,2477,2424,2,9,0,0,0.4333333333333333
0,524966565788520448,5.2496656578852045e+17,ottawashooting,@ONTSpecialNeeds @arishOKhappy что случилось?,524970111753814016,0,2518331167.0,1524804000,0,0,0,2,4906,0,71,42,0,1,0,0,0.0
0,524966565788520448,5.24970111753814e+17,ottawashooting,"@_chubby_bunny  не знаю, пишут что стрельба",524970344432803840,0,1524804000.0,880372986,0,0,0,1,15986,0,174,73,0,3,0,0,0.0
0,524966565788520448,5.2497034443280384e+17,ottawashooting,"@arishOKhappy Оу... Ну, спасибо, теперь я хоть что-то знаю",524971961517355009,0,880372986.0,1524804000,0,0,0,1,4906,0,71,42,3,6,0,0,0.0
0,524966565788520448,5.2496656578852045e+17,ottawashooting,“@ONTSpecialNeeds: Stay Strong Canada.  #ottawashooting http://t.co/unce3jhghW”,524973645224243201,0,2518331167.0,562264738,1,8,3,1,6930,0,15666,17141,2,9,0,0,0.4333333333333333
0,524966565788520448,5.2496656578852045e+17,ottawashooting,@ONTSpecialNeeds @TeddyUKIPClark CANADA kick all of them out rids your country of the lot you are not tied to the EU or be like the UK,524983526912184320,0,2518331167.0,2821421962,0,0,0,2,2390,0,146,363,0,0,0,1,0.0
0,524966565788520448,5.2496656578852045e+17,ottawashooting,@ONTSpecialNeeds @BigDave74Tex stay strong against barbarism and terror,524983554833670144,0,2518331167.0,2428107624,0,0,1,2,682,0,135,651,0,2,0,0,0.4333333333333333
0,524966565788520448,5.2496656578852045e+17,ottawashooting,“@ONTSpecialNeeds: Stay Strong Canada.  #ottawashooting http://t.co/StzystZeXx” We are with you 100%,524989069005422592,0,2518331167.0,91058396,1,0,0,1,2124,0,201,259,2,12,0,0,0.4333333333333333
0,524966565788520448,5.2496656578852045e+17,ottawashooting,"@ONTSpecialNeeds @Cats_lmbo 
Always and forever☝❕",525319990107701248,0,2518331167.0,1872488730,0,1,0,2,12811,0,481,297,0,1,0,0,0.0
0,524966572277129216,,ottawashooting,Makes me sad what's going on in Ottawa right now. Thoughts and prays to everyone involved. Everybody stay safe,524966572277129216,1,,1374932796,0,1569,2540,0,832,1,154096,101,2,3,1,0,0.09523809523809523
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 hope you guys are safe!,524966658482257920,0,1374932796.0,2559369792,0,0,0,1,5179,0,191,2001,0,3,0,1,0.625
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 Happy to hear you are safe Erik!,524966723259490304,0,1374932796.0,2782719941,0,0,0,1,603,0,639,580,0,3,0,0,0.7125
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 you're a good man sir...,524966725557960704,0,1374932796.0,1087695998,0,0,0,1,574,0,81,279,3,6,0,1,0.7
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 be safe erik.,524966734814408704,0,1374932796.0,19056971,0,0,0,1,2266,0,107,507,1,3,0,0,0.5
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 it's crazy this is something you wouldn't expect here in ottawa,524966777605095424,0,1374932796.0,468588930,0,0,1,1,151,0,20,79,0,4,1,1,-0.6
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 Stay safe guys!,524966783178919936,0,1374932796.0,100651176,0,0,0,1,5488,0,360,373,0,3,0,0,0.625
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 You and the team stay safe.,524967113635921920,0,1374932796.0,20110507,0,0,0,1,99541,0,401,951,1,3,0,0,0.5
0,524966572277129216,5.249669071084257e+17,ottawashooting,@TheEradEcatoR dude...,524967123056340992,0,1719508580.0,554499928,0,0,1,1,6085,0,502,225,3,3,0,0,0.0
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 same to you and your friends and family.,524967278996365312,0,1374932796.0,1454823402,0,0,0,1,423,0,79,283,1,3,0,0,0.0
0,524966572277129216,5.24967123056341e+17,ottawashooting,@SensDzn retracted ✌️,524967685889998848,0,554499928.0,1719508580,0,0,1,1,27570,0,1184,257,0,0,0,0,0.0
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 You as well🌹,524967955801444353,0,1374932796.0,592972389,0,0,0,1,10217,0,422,387,0,2,0,0,0.0
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 very sad  what's going on. My thoughts are with everybody in Ottawa.,524968249415720960,0,1374932796.0,1577596250,0,0,0,1,267,0,45,533,2,5,1,0,-0.65
0,524966572277129216,5.249665722771292e+17,ottawashooting,“@ErikKarlsson65: Makes me sad what's going on in Ottawa right now. Thoughts and prays to everyone involved. Everybody stay safe” RT,524970243609731072,0,1374932796.0,2733248161,0,0,0,1,884,0,127,149,2,6,1,0,0.09523809523809523
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 you as well.,524970632971579393,0,1374932796.0,519738636,0,0,0,1,8522,0,259,550,1,3,0,0,0.0
0,524966572277129216,5.249665722771292e+17,ottawashooting,@ErikKarlsson65 You too sir. We are all united at this point.!,524970712441053184,0,1374932796.0,18649788,0,0,0,1,23010,0,300,774,2,5,0,0,0.0
0,524966596897685504,,ottawashooting,Stunning photos from Ottawa http://t.co/xQTgZ88Sg9 http://t.co/BDHFFaLa9l,524966596897685504,1,,289998339,0,175,42,0,113451,1,116254,2810,2,14,0,0,0.5
0,524966596897685504,5.249665968976855e+17,ottawashooting,@HuffPostCanada,524967094211719168,0,289998339.0,2655230094,0,0,0,1,3,0,9,28,0,0,0,0,0.0
0,524966596897685504,5.249665968976855e+17,ottawashooting,"@HuffPostCanada  so sorry they now have ""workplace violence"" like us!!",524967273849966592,0,289998339.0,2675581850,0,0,0,1,1719,0,674,1066,0,4,0,1,-0.78125
0,524966596897685504,5.249665968976855e+17,ottawashooting,@HuffPostCanada this is absolute madness. What's going on in my country I fought so hard for.,524967379944472576,0,289998339.0,2798941629,0,0,0,1,32,0,7,68,2,3,0,0,-0.04583333333333334
0,524966596897685504,5.249665968976855e+17,ottawashooting,“@HuffPostCanada: Stunning photos from Ottawa http://t.co/cVCSlI1aRi http://t.co/TMy6iA2mDc” This is where the shooter was killed.,524967382599860224,0,289998339.0,37822797,0,5,1,1,1717,0,761,533,3,15,0,0,0.15
0,524966596897685504,5.249665968976855e+17,ottawashooting,"Shooting War Memorial Parliament #Ottawa #OttawaShooting 
One #gunman dead
RT @HuffPostCanada http://t.co/SDahBvGv9z http://t.co/2VcVNyoRk8",524971629160714240,0,289998339.0,562264738,3,1,1,1,6929,0,15662,17141,2,16,0,0,-0.2
0,524966596897685504,5.249665968976855e+17,ottawashooting,@HuffPostCanada @MiddleAmericaMS I can see no gain of knowledge from these pictures. None.,524971788842041345,0,289998339.0,37398020,0,0,0,2,8581,0,362,663,2,2,0,0,0.0
